"Node...1.","Node...2.","Wt"
"2_Cell_embryo_1_Cell_1","4_Cell_embryo_1_Cell_1",41
"2_Cell_embryo_1_Cell_1","4_Cell_embryo_2_Cell_3",39
"2_Cell_embryo_1_Cell_1","4_Cell_embryo_1_Cell_2",36
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_1_Cell_3",30
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_2",11
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_3",9
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_2",7
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_3",9
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_4",10
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_7",13
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_8",5
"2_Cell_embryo_1_Cell_1","Morulae_2_Cell_1",7
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_2",1
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_4",1
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_8",1
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_11",1
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_12",1
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_1",1
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_3",2
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_4",2
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_5",2
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_6",2
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_7",4
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_9",4
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_10",4
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_1",2
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_2",3
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_3",4
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_4",3
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_7",3
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_8",4
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_1",2
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_5",1
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_6",1
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_7",1
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_8",5
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_1",7
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_5",15
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_6",7
"2_Cell_embryo_1_Cell_1","Morulae_1_Cell_2",4
"2_Cell_embryo_1_Cell_1","Morulae_1_Cell_4",5
"2_Cell_embryo_1_Cell_1","Morulae_1_Cell_5",5
"2_Cell_embryo_1_Cell_1","Morulae_1_Cell_6",4
"2_Cell_embryo_1_Cell_1","Morulae_2_Cell_3",5
"2_Cell_embryo_1_Cell_1","Morulae_2_Cell_4",4
"2_Cell_embryo_1_Cell_1","Morulae_2_Cell_6",6
"2_Cell_embryo_1_Cell_1","Morulae_2_Cell_7",5
"2_Cell_embryo_1_Cell_1","Morulae_2_Cell_8",6
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_2",4
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_5",1
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_8",4
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_5",4
"2_Cell_embryo_1_Cell_1","Morulae_1_Cell_1",3
"2_Cell_embryo_1_Cell_1","Morulae_2_Cell_2",5
"2_Cell_embryo_1_Cell_1","Morulae_2_Cell_5",4
"2_Cell_embryo_1_Cell_1","4_Cell_embryo_1_Cell_3",30
"2_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_4",2
"2_Cell_embryo_1_Cell_1","Morulae_1_Cell_7",5
"2_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_6",3
"2_Cell_embryo_1_Cell_1","Morulae_1_Cell_8",1
"2_Cell_embryo_1_Cell_1","Morulae_1_Cell_3",3
"2_Cell_embryo_1_Cell_2","2_Cell_embryo_2_Cell_1",58
"2_Cell_embryo_1_Cell_2","2_Cell_embryo_2_Cell_2",55
"2_Cell_embryo_1_Cell_2","2_Cell_embryo_3_Cell_1",53
"2_Cell_embryo_1_Cell_2","2_Cell_embryo_3_Cell_2",50
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_1_Cell_4",28
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_2_Cell_1",33
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_2_Cell_2",40
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_2_Cell_4",41
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_3_Cell_1",42
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_3_Cell_3",41
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_3_Cell_4",39
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_1_Cell_2",32
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_1_Cell_4",27
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_3_Cell_2",39
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_1_Cell_1",32
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_1_Cell_1",40
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_2_Cell_3",39
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_1_Cell_2",35
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_1_Cell_3",30
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_2",11
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_3",10
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_2",7
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_3",9
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_4",11
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_7",12
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_8",5
"2_Cell_embryo_1_Cell_2","Morulae_2_Cell_1",7
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_2",1
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_4",1
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_8",1
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_11",1
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_12",1
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_1",1
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_3",2
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_4",2
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_5",2
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_6",2
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_7",4
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_9",4
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_10",4
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_1",2
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_2",3
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_3",4
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_4",3
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_7",3
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_8",4
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_1",3
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_5",2
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_6",2
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_7",2
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_8",5
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_1",7
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_5",15
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_6",7
"2_Cell_embryo_1_Cell_2","Morulae_1_Cell_2",4
"2_Cell_embryo_1_Cell_2","Morulae_1_Cell_4",5
"2_Cell_embryo_1_Cell_2","Morulae_1_Cell_5",5
"2_Cell_embryo_1_Cell_2","Morulae_1_Cell_6",4
"2_Cell_embryo_1_Cell_2","Morulae_2_Cell_3",5
"2_Cell_embryo_1_Cell_2","Morulae_2_Cell_4",4
"2_Cell_embryo_1_Cell_2","Morulae_2_Cell_6",6
"2_Cell_embryo_1_Cell_2","Morulae_2_Cell_7",5
"2_Cell_embryo_1_Cell_2","Morulae_2_Cell_8",6
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_2",4
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_5",1
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_8",4
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_5",4
"2_Cell_embryo_1_Cell_2","Morulae_1_Cell_1",3
"2_Cell_embryo_1_Cell_2","Morulae_2_Cell_2",5
"2_Cell_embryo_1_Cell_2","Morulae_2_Cell_5",4
"2_Cell_embryo_1_Cell_2","4_Cell_embryo_1_Cell_3",31
"2_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_4",3
"2_Cell_embryo_1_Cell_2","Morulae_1_Cell_7",5
"2_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_6",3
"2_Cell_embryo_1_Cell_2","Morulae_1_Cell_8",1
"2_Cell_embryo_1_Cell_2","Morulae_1_Cell_3",2
"2_Cell_embryo_2_Cell_1","2_Cell_embryo_2_Cell_2",57
"2_Cell_embryo_2_Cell_1","2_Cell_embryo_3_Cell_1",55
"2_Cell_embryo_2_Cell_1","2_Cell_embryo_3_Cell_2",52
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_1_Cell_4",29
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_2_Cell_1",34
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_2_Cell_2",41
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_2_Cell_4",41
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_3_Cell_1",42
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_3_Cell_3",41
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_3_Cell_4",39
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_1_Cell_2",31
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_1_Cell_4",26
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_3_Cell_2",39
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_1_Cell_1",32
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_1_Cell_1",41
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_2_Cell_3",40
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_1_Cell_2",36
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_1_Cell_3",29
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_2",11
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_3",10
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_2",7
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_3",8
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_4",12
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_7",12
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_8",7
"2_Cell_embryo_2_Cell_1","Morulae_2_Cell_1",7
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_2",1
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_4",1
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_8",1
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_11",1
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_12",1
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_1",1
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_3",2
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_4",2
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_5",2
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_6",2
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_7",4
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_9",4
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_10",4
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_3_Cell_1",2
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_3_Cell_2",3
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_3_Cell_3",4
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_3_Cell_4",3
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_3_Cell_7",3
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_3_Cell_8",4
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_1",3
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_5",2
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_6",2
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_7",1
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_8",6
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_1",8
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_5",16
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_6",7
"2_Cell_embryo_2_Cell_1","Morulae_1_Cell_2",5
"2_Cell_embryo_2_Cell_1","Morulae_1_Cell_4",6
"2_Cell_embryo_2_Cell_1","Morulae_1_Cell_5",5
"2_Cell_embryo_2_Cell_1","Morulae_1_Cell_6",4
"2_Cell_embryo_2_Cell_1","Morulae_2_Cell_3",5
"2_Cell_embryo_2_Cell_1","Morulae_2_Cell_4",5
"2_Cell_embryo_2_Cell_1","Morulae_2_Cell_6",7
"2_Cell_embryo_2_Cell_1","Morulae_2_Cell_7",6
"2_Cell_embryo_2_Cell_1","Morulae_2_Cell_8",8
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_2",4
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_5",1
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_8",4
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_3_Cell_5",4
"2_Cell_embryo_2_Cell_1","Morulae_1_Cell_1",4
"2_Cell_embryo_2_Cell_1","Morulae_2_Cell_2",6
"2_Cell_embryo_2_Cell_1","Morulae_2_Cell_5",4
"2_Cell_embryo_2_Cell_1","4_Cell_embryo_1_Cell_3",32
"2_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_4",2
"2_Cell_embryo_2_Cell_1","Morulae_1_Cell_7",5
"2_Cell_embryo_2_Cell_1","Late_blastoCyst_3_Cell_6",3
"2_Cell_embryo_2_Cell_1","Morulae_1_Cell_8",1
"2_Cell_embryo_2_Cell_1","Morulae_1_Cell_3",2
"2_Cell_embryo_2_Cell_2","2_Cell_embryo_3_Cell_1",60
"2_Cell_embryo_2_Cell_2","2_Cell_embryo_3_Cell_2",58
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_1_Cell_4",34
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_2_Cell_1",37
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_2_Cell_2",44
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_2_Cell_4",44
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_3_Cell_1",47
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_3_Cell_3",45
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_3_Cell_4",43
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_1_Cell_2",35
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_1_Cell_4",28
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_3_Cell_2",43
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_1_Cell_1",33
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_1_Cell_1",44
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_2_Cell_3",44
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_1_Cell_2",37
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_1_Cell_3",32
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_2",16
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_3",13
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_2",8
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_3",11
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_4",13
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_7",12
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_8",6
"2_Cell_embryo_2_Cell_2","Morulae_2_Cell_1",6
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_2",1
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_4",1
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_8",1
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_11",1
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_12",1
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_1",1
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_3",2
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_4",2
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_5",2
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_6",2
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_7",4
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_9",4
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_10",4
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_1",2
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_2",3
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_3",4
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_4",3
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_7",3
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_8",4
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_1",7
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_5",6
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_6",4
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_7",5
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_8",11
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_1",12
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_5",17
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_6",7
"2_Cell_embryo_2_Cell_2","Morulae_1_Cell_2",5
"2_Cell_embryo_2_Cell_2","Morulae_1_Cell_4",6
"2_Cell_embryo_2_Cell_2","Morulae_1_Cell_5",5
"2_Cell_embryo_2_Cell_2","Morulae_1_Cell_6",4
"2_Cell_embryo_2_Cell_2","Morulae_2_Cell_3",4
"2_Cell_embryo_2_Cell_2","Morulae_2_Cell_4",5
"2_Cell_embryo_2_Cell_2","Morulae_2_Cell_6",7
"2_Cell_embryo_2_Cell_2","Morulae_2_Cell_7",6
"2_Cell_embryo_2_Cell_2","Morulae_2_Cell_8",7
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_2",4
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_5",1
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_8",4
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_5",4
"2_Cell_embryo_2_Cell_2","Morulae_1_Cell_1",4
"2_Cell_embryo_2_Cell_2","Morulae_2_Cell_2",5
"2_Cell_embryo_2_Cell_2","Morulae_2_Cell_5",4
"2_Cell_embryo_2_Cell_2","4_Cell_embryo_1_Cell_3",34
"2_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_4",6
"2_Cell_embryo_2_Cell_2","Morulae_1_Cell_7",4
"2_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_6",3
"2_Cell_embryo_2_Cell_2","Morulae_1_Cell_8",1
"2_Cell_embryo_2_Cell_2","Morulae_1_Cell_3",3
"2_Cell_embryo_3_Cell_1","2_Cell_embryo_3_Cell_2",62
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_1_Cell_4",37
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_2_Cell_1",38
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_2_Cell_2",48
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_2_Cell_4",46
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_3_Cell_1",50
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_3_Cell_3",48
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_3_Cell_4",46
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_1_Cell_2",38
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_1_Cell_4",28
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_3_Cell_2",46
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_1_Cell_1",37
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_1_Cell_1",49
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_2_Cell_3",48
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_1_Cell_2",39
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_1_Cell_3",33
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_2",18
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_3",15
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_2",11
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_3",10
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_4",15
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_7",12
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_8",6
"2_Cell_embryo_3_Cell_1","Morulae_2_Cell_1",6
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_2",1
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_4",1
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_8",1
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_3",1
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_4",1
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_5",1
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_6",1
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_7",3
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_9",3
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_10",3
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_1",1
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_2",3
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_3",3
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_4",2
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_7",2
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_8",3
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_1",8
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_5",7
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_6",5
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_7",6
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_8",13
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_1",13
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_5",19
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_6",8
"2_Cell_embryo_3_Cell_1","Morulae_1_Cell_2",5
"2_Cell_embryo_3_Cell_1","Morulae_1_Cell_4",6
"2_Cell_embryo_3_Cell_1","Morulae_1_Cell_5",5
"2_Cell_embryo_3_Cell_1","Morulae_1_Cell_6",4
"2_Cell_embryo_3_Cell_1","Morulae_2_Cell_3",4
"2_Cell_embryo_3_Cell_1","Morulae_2_Cell_4",5
"2_Cell_embryo_3_Cell_1","Morulae_2_Cell_6",7
"2_Cell_embryo_3_Cell_1","Morulae_2_Cell_7",6
"2_Cell_embryo_3_Cell_1","Morulae_2_Cell_8",8
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_2",3
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_5",1
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_8",3
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_5",3
"2_Cell_embryo_3_Cell_1","Morulae_1_Cell_1",4
"2_Cell_embryo_3_Cell_1","Morulae_2_Cell_2",5
"2_Cell_embryo_3_Cell_1","Morulae_2_Cell_5",4
"2_Cell_embryo_3_Cell_1","4_Cell_embryo_1_Cell_3",38
"2_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_4",6
"2_Cell_embryo_3_Cell_1","Morulae_1_Cell_7",4
"2_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_6",3
"2_Cell_embryo_3_Cell_1","Morulae_1_Cell_8",1
"2_Cell_embryo_3_Cell_1","Morulae_1_Cell_3",3
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_1_Cell_4",37
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_2_Cell_1",37
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_2_Cell_2",47
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_2_Cell_4",45
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_3_Cell_1",49
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_3_Cell_3",47
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_3_Cell_4",45
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_1_Cell_2",36
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_1_Cell_4",28
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_3_Cell_2",45
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_1_Cell_1",36
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_1_Cell_1",48
